# net         layer  x1       y1       x2       y2       width

VDD          M2    6.000    3.000    5.000    3.000    0.050
VDD          M1    135.000  10.000   25.000   10.000   0.050
VDD          M1    25.000   10.000   25.000   19.000   0.050
VDD          M1    72.000   16.000   25.000   16.000   0.050
VDD          M1    5.000    3.000    5.000    19.000   0.050
VDD          M1    5.000    19.000   25.000   19.000   0.050
VDD          M1    72.000   19.000   77.000   19.000   0.050
VDD          M1    72.000   19.000   72.000   3.000    0.050
VDD          M1    58.000   3.000    72.000   3.000    0.050
VDD          M1    135.000  3.000    148.000  3.000    0.050
VDD          M1    135.000  3.000    135.000  10.000   0.050
VDD          M2    131.000  3.000    131.000  10.000   0.050
VDD          M1    107.000  19.000   107.000  10.000   0.050
GND          M1    26.000   19.000   37.000   19.000   0.050
16           M2    97.000   3.000    97.000   9.000    1.000
16           M2    97.000   9.000    21.000   9.000    1.000
16           M2    37.000   19.000   37.000   9.000    1.000
16           M2    58.000   3.000    59.000   3.000    1.000
16           M2    37.000   19.000   39.000   19.000   1.000
16           M2    59.000   3.000    59.000   19.000   1.000
16           M1    59.000   19.000   39.000   19.000   1.000
LOI+         M1    6.000    3.000    6.000    2.000    0.050
LOI+         M1    6.000    2.000    109.000  2.000    0.050
LOI+         M1    109.000  2.000    109.000  9.000    0.050
LOI+         M2    27.000   19.000   27.000   20.000   0.050
LOI+         M2    27.000   20.000   109.000  20.000   0.050
LOI+         M2    109.000  20.000   109.000  6.000    0.050
LOI+         M1    127.000  29.000   127.000  11.000   0.050
LOI+         M1    127.000  11.000   109.000  11.000   0.050
LOI+         M1    137.000  29.000   127.000  29.000   0.050
LOI+         M1    137.000  19.000   127.000  19.000   0.050
8            M1    148.000  9.000    136.000  9.000    1.000
8            M2    136.000  9.000    136.000  1.000    1.000
8            M2    136.000  1.000    42.000   1.000    1.000
8            M2    42.000   1.000    42.000   3.000    1.000
9            M1    131.000  9.000    110.000  9.000    1.000
9            M1    110.000  9.000    110.000  1.000    1.000
9            M1    110.000  1.000    21.000   1.000    1.000
9            M2    21.000   1.000    21.000   3.000    1.000
