# net         layer  x1       y1       x2       y2       width

GND          M1    105.000  17.000   115.000  17.000   0.050
VDD          M1    118.000  3.000    81.000   3.000    0.050
VDD          M1    81.000   3.000    81.000   11.000   0.050
VDD          M1    65.000   6.000    65.000   11.000   0.050
VDD          M1    65.000   11.000   81.000   11.000   0.050
VDD          M1    66.000   27.000   66.000   11.000   0.050
VDD          M2    16.000   17.000   16.000   9.000    0.050
VDD          M2    16.000   9.000    111.000  9.000    0.050
VDD          M1    111.000  9.000    111.000  3.000    0.050
12           M2    105.000  17.000   103.000  17.000   1.000
12           M1    107.000  5.000    107.000  10.000   1.000
12           M2    107.000  3.000    107.000  5.000    1.000
12           M1    30.000   9.000    30.000   12.000   1.000
12           M2    30.000   10.000   107.000  10.000   1.000
12           M1    103.000  27.000   103.000  6.000    1.000
12           M1    103.000  7.000    107.000  7.000    1.000
12           M2    95.000   27.000   103.000  27.000   1.000
12           M2    103.000  6.000    107.000  6.000    1.000
16           M2    118.000  3.000    118.000  6.000    1.000
16           M1    42.000   6.000    42.000   11.000   1.000
16           M1    42.000   11.000   45.000   11.000   1.000
16           M1    9.000    9.000    9.000    13.000   1.000
16           M1    45.000   11.000   45.000   13.000   1.000
16           M1    45.000   13.000   9.000    13.000   1.000
16           M1    118.000  6.000    118.000  8.000    1.000
16           M2    118.000  8.000    9.000    8.000    1.000
16           M2    9.000    8.000    9.000    10.000   1.000
16           M2    115.000  17.000   115.000  6.000    1.000
16           M1    115.000  6.000    118.000  6.000    1.000
9            M1    93.000   9.000    83.000   9.000    1.000
9            M1    83.000   9.000    83.000   4.000    1.000
9            M2    83.000   4.000    9.000    4.000    1.000
9            M2    9.000    4.000    9.000    3.000    1.000
8            M1    59.000   6.000    59.000   1.000    1.000
8            M1    59.000   1.000    30.000   1.000    1.000
8            M1    30.000   1.000    30.000   3.000    1.000
